video_id,pausa_anterior_mean,pausa_anterior_var,pausa_anterior_max,pausa_anterior_min,enfasis_mean,enfasis_var,enfasis_max,enfasis_min,rms_mean_mean,rms_mean_var,rms_mean_max,rms_mean_min,zcr_mean_mean,zcr_mean_var,zcr_mean_max,zcr_mean_min,pmm_mean,pmm_var,pmm_max,pmm_min,yaw_mean,yaw_var,yaw_max,yaw_min,pitch_mean,pitch_var,pitch_max,pitch_min,roll_mean,roll_var,roll_max,roll_min,boca_abierta_mean,boca_abierta_var,boca_abierta_max,boca_abierta_min,sonrisa_mean,sonrisa_var,sonrisa_max,sonrisa_min,ceño_fruncido_mean,ceño_fruncido_var,ceño_fruncido_max,ceño_fruncido_min,ojos_abiertos_mean,ojos_abiertos_var,ojos_abiertos_max,ojos_abiertos_min,asimetria_labios_mean,asimetria_labios_var,asimetria_labios_max,asimetria_labios_min,tension_facial_mean,tension_facial_var,tension_facial_max,tension_facial_min,apertura_brazos_mean,apertura_brazos_var,apertura_brazos_max,apertura_brazos_min,inclinacion_torso_mean,inclinacion_torso_var,inclinacion_torso_max,inclinacion_torso_min,emocion_audio_angry_mean,emocion_audio_angry_var,emocion_audio_angry_max,emocion_audio_angry_min,emocion_audio_calm_mean,emocion_audio_calm_var,emocion_audio_calm_max,emocion_audio_calm_min,emocion_audio_disgust_mean,emocion_audio_disgust_var,emocion_audio_disgust_max,emocion_audio_disgust_min,emocion_audio_fearful_mean,emocion_audio_fearful_var,emocion_audio_fearful_max,emocion_audio_fearful_min,emocion_audio_happy_mean,emocion_audio_happy_var,emocion_audio_happy_max,emocion_audio_happy_min,emocion_audio_neutral_mean,emocion_audio_neutral_var,emocion_audio_neutral_max,emocion_audio_neutral_min,emocion_audio_sad_mean,emocion_audio_sad_var,emocion_audio_sad_max,emocion_audio_sad_min,emocion_audio_surprised_mean,emocion_audio_surprised_var,emocion_audio_surprised_max,emocion_audio_surprised_min,porcentaje_cara_detectada_mean,porcentaje_cara_detectada_var,porcentaje_cara_detectada_max,porcentaje_cara_detectada_min,rms_sonrisa,pitch_ojos,zcr_ceño,rms_brazos,pitch_torso,rms_zcr_var_ratio,boca_apertura_diff,expresividad_gestual,expresividad_facial,expresividad
0D9QIG36J9Q,1.0011672354948644,0.5330215781008554,2.689999999999827,0.0,0.05802047781569966,0.05484127355182572,1,0,0.016030617597442922,8.768536301434902e-05,0.0607938133180141,0.0013751370133832,0.1552235080738456,0.0031582998886242877,0.3543958162006579,0.0700927734375,154.4846077330397,4094.006860321742,340.4255319148739,12.847965738757985,-18.605563032282,610.4974045780564,90.32358714224144,-72.85443539285156,82.22779258314768,198.02955140434952,125.4559928047378,34.9203161511816,-1.2308654773009144,15.07205228259422,8.89484155780493,-28.94031122807474,0.03199541904704539,0.0015521350118187496,0.2106487978373601,5.589374892956944e-05,358.75643169344494,1262232.9660783943,10274.139269562898,2.636869193495537,1.2437966269708707,0.0007996832420994941,1.308367698683184,1.0281218138908672,0.05285564061594267,0.0005619640706995864,0.1286624491611928,0.0024542061148655,0.005757914646290223,0.00010073058121069018,0.123149573802948,2.8759241104125977e-06,1.9078498293515358,0.34421899107017634,3.0,1.0,38.816936607321395,551.027799495664,161.5323463217906,9.55008289435889,148.35428433611258,1825.020856374318,179.78398032986897,1.071460033943525,0.05460750853242321,0.05180232829959323,True,False,0.36860068259385664,0.2335312543830941,True,False,0.2525597269624573,0.18941979522184302,True,False,0.09556313993174062,0.08672682219832631,True,False,0.11945392491467577,0.10554490626022717,True,False,0.010238907849829351,0.010168778344008604,True,False,0.020477815699658702,0.02012716817055497,True,False,0.07849829351535836,0.07258403852447522,True,False,7.0,0.0,7,7,5.751087167100768,4.346202653417129,0.19306647576883487,0.6222594670561528,12198.84532121118,0.02775468176670353,-0.00741441490107915,84.31543084553732,60.33311452067944,69.92604105062259
0E-jN5r0bRk,0.3794646153846152,0.22979900877492204,2.689999999999827,0.0,0.003076923076923077,0.003076923076923077,1,0,0.07466964534412206,0.0010545131544893646,0.1689371168613433,0.0056164343841373,0.18772674652223614,0.002601462616454509,0.3543958162006579,0.0806773792613636,176.78394321200383,7347.456154778355,444.4444444444744,16.17250673854481,2.488566083095028,838.2158669930456,64.42952084915487,-63.31058507400545,86.9457319398365,289.73484650891527,129.31450444476684,30.800918897749927,-1.7392726953677398,19.60774304321939,14.710913134774094,-24.31592753088555,0.021281195368054395,0.0008136160625102997,0.3604752805357779,6.006013936630731e-05,122.66664114548855,254709.89297547252,8203.401371847247,3.446426350147062,1.2409778986386257,0.000902235639908242,1.5406943130966069,1.069635578812193,0.036504295330604,0.00014919933800080373,0.0820646196928121,0.0017349845354051,0.004978118699330512,1.012741382435334e-05,0.0300673246383667,5.602836608886719e-06,1.7753846153846153,0.20556505223171895,3.0,1.0,38.23590495500507,254.14171887087227,123.44402154256322,4.304563632426184,159.85600978974117,331.76465164534966,179.82601515819852,17.188193027659107,0.024615384615384615,0.024083570750237406,True,False,0.03076923076923077,0.02991452991452992,True,False,0.04923076923076923,0.04695156695156692,True,False,0.7784615384615384,0.17299145299145294,True,False,0.033846153846153845,0.032801519468186144,True,False,0.003076923076923077,0.003076923076923078,True,False,0.0,0.0,False,False,0.08,0.07382716049382712,True,False,5.0,0.0,5,5,9.15947458988832,3.1738926764673208,0.23296474341743054,2.8550614624017876,13898.797776150715,0.40519819490279213,-0.0072602843152118485,86.9987260436191,20.95762787815163,47.374067144338625
0zhFxQvSvaM,0.9713860759493625,0.40439026317056787,2.689999999999827,0.0,0.10759493670886076,0.09632308619650393,1,0,0.02288914812637394,9.180686088191707e-05,0.0573859401047229,0.0019605203997343,0.17765921210104815,0.0013288767232366094,0.3045385328389831,0.0928141276041666,161.28928626712047,2715.0894340242726,328.125000000007,16.574585635359117,5.46628910232738,405.97391784093764,59.33902602709944,-65.0505457347191,82.53399111474565,236.78010496768587,128.39194851816126,33.205349855559824,-2.943533800475719,13.218918268964417,8.29827345325139,-14.56440321696928,0.017915941525443478,0.0005833855754204149,0.1269077937963332,9.506913037377531e-05,140.7828663262859,140108.31220961764,5150.257233695553,4.307494331280071,1.2857444681651578,0.0007175341450489332,1.3746665341655444,1.0906196898353926,0.056435313659263485,0.0002489206472996882,0.1231973915285519,0.0080496708366392,0.008118599464621656,1.5803636148504687e-05,0.0260447859764099,1.9997358322143555e-05,2.0443037974683542,0.23295157725537483,3.0,1.0,40.53215055067869,320.564006713925,145.44884435232825,5.060340942688219,148.9090797443934,2225.16646139771,179.71850262834968,0.5281365598907418,0.0379746835443038,0.03664858348402652,True,False,0.022151898734177215,0.02172995780590717,True,False,0.12025316455696203,0.10612818967249356,True,False,0.17721518987341772,0.14627285513361465,True,False,0.379746835443038,0.23628691983122355,True,False,0.00949367088607595,0.0094333936106088,True,False,0.0949367088607595,0.0861965039180229,True,False,0.15822784810126583,0.13361462728551335,True,False,5.0,0.0,5,5,3.22239988099786,4.657831676111536,0.22842434917750312,0.9277463978349737,12290.060664528717,0.06903411367219107,-0.006258126717622582,82.76716980248678,24.03256407442812,47.52640636565158
1003,0.36327499999999935,0.1806120745080513,2.367999999999995,0.0,0.0125,0.012365831842576024,1,0,0.09704036380197582,0.0011547233960396595,0.1860396414995193,0.005899772979319,0.12239861134453184,0.0007085016621497953,0.1993343955592105,0.0507516571969696,165.7184220091569,3875.8126248657454,408.1632653061228,13.015184381778742,5.721612011362343,124.78887172855893,47.77149386134816,-47.602190732556096,92.14327373962116,99.52438331867832,147.75215435949616,28.673769812577348,1.240288839595839,33.65050121767478,15.684648153638356,-23.78954137927329,0.07658786126906844,0.003265173054634965,0.436300512124597,1.1721676345731474e-05,122.31332332885322,2080864.830934038,32310.09734849348,1.1532620317202047,1.2749213266788335,0.00048809593666834154,1.3990338200582622,1.133759313945674,0.07717871889570431,0.0007668001080062658,0.1633483343967749,0.0038671168213357,0.00918896355267075,2.7052627857415108e-05,0.0398911237716674,3.579258918762207e-05,1.9160714285714286,0.20582353692818806,3.0,0.0,52.39283678651637,1447.5977850741294,178.485464409485,7.130098464004849,133.44287562784166,3900.283338472946,179.8647566550216,0.046313932087636,0.0125,0.012365831842576025,True,False,0.0017857142857142857,0.0017857142857142865,True,False,0.0017857142857142857,0.001785714285714287,True,False,0.8982142857142857,0.09158893432149247,True,False,0.023214285714285715,0.02271594684385381,True,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0625,0.05869856887298747,True,False,4.0,0.0,4,4,11.869329393660612,7.111499822080154,0.15604859995901746,5.0842199423810905,12295.863417578435,1.6275133063689222,0.019437418973011232,92.32907481324044,20.944545271303486,49.49835708807827
10032,0.2382352941176461,0.13541924830817134,2.689999999999827,0.0,0.0029411764705882353,0.002941176470588236,1,0,0.13235385222771365,0.0021929274651157917,0.2428160607814788,0.0073313964530825,0.12257459528352592,0.001107519167420205,0.2367007606907894,0.0559365915697674,177.51361357241723,3933.008196872503,352.94117647059454,33.613445378151326,-16.630878150951617,473.48962528082933,68.9891119638879,-66.3365651453258,81.9464489294102,153.5954105917279,145.30396190653676,31.27398202824978,-0.8515126155017001,23.063163181105395,23.743842730261598,-27.90165406056995,0.06659539649444401,0.001971008646858207,0.3690220070343606,4.4642452150645765e-05,96.29360092140935,348147.2047877642,9544.087665108544,1.928562909050411,1.271935426718122,0.000819008517028668,1.4213300909198283,1.1134932271889184,0.0882037057578781,0.0004919506651054398,0.1499653459015826,0.0249059256040714,0.0060303642250158825,4.6064472146814204e-05,0.071220189332962,2.8908252716064453e-05,2.023529411764706,0.13513794898490372,3.0,1.0,58.26576806338013,1700.39915707038,171.44108599172012,7.850077848328242,122.66614435100648,4228.46827343829,179.82034708506683,0.1275287722286474,0.03529411764705882,0.03414888079125455,True,False,0.011764705882352941,0.011660593440916188,True,False,0.011764705882352941,0.011660593440916186,True,False,0.6235294117647059,0.2354329342356413,True,False,0.23529411764705882,0.18046156515703635,True,False,0.0,0.0,False,False,0.0,0.0,False,False,0.08235294117647059,0.07579385736595522,True,False,4.0,0.0,4,4,12.744829026826643,7.227980469272682,0.15590697015675264,7.711698856194851,10052.054933427411,1.9782494787341114,0.02218809251347477,83.62135895778417,16.624982537728254,43.42353310575062
10038,0.635643410852707,0.35008410581242827,2.689999999999827,0.0,0.011627906976744186,0.011537417428287032,1,0,0.04098120548531351,0.00042517983474567734,0.1146251261234283,0.0023722054902464,0.13887972352449957,0.001420883097823476,0.2586124501329787,0.0371578901241987,186.62703329286566,4604.811896839864,428.5714285714269,12.06030150753769,-10.220417496595482,567.7877499072918,60.47378970304008,-69.89101396668016,82.83327985577212,106.65918299604341,124.04038395648035,39.90399187806677,-4.884715289058825,44.9166665044463,12.29846757177692,-28.94031122807474,0.07476921306508616,0.00509901286770993,0.5175027749647492,5.2211691114187165e-05,115.99041035144876,474464.55924428656,9408.526720566751,0.9964672738537004,1.267313326949905,0.0021375195125431256,1.384687526372281,1.026262943359475,0.10941335484458906,0.001231928726943395,0.2038536043119848,0.0115795735379006,0.009014153665350326,6.706832310647616e-05,0.0595109760761261,0.0001998394727706,2.0930232558139537,0.27146864537145954,3.0,1.0,53.17626677818544,2564.138639289068,176.79781403174184,2.5445510432969582,126.91755008752384,4886.426658790587,179.9219135392053,0.2349360688208017,0.027131782945736434,0.026498356106536378,True,False,0.05426356589147287,0.051518716254939215,True,False,0.027131782945736434,0.026498356106536374,True,False,0.689922480620155,0.2147618616716435,True,False,0.13565891472868216,0.11771182095134682,True,False,0.011627906976744186,0.011537417428287027,True,False,0.003875968992248062,0.0038759689922480607,True,False,0.050387596899224806,0.04803486863933882,True,False,6.0,0.0,6,6,4.753426840938557,9.063067041800746,0.17600412446571653,2.179227515778668,10512.996945008837,0.2990258730809265,0.0033548386877247788,83.60424408440366,19.92399060929794,45.39609199934023
10039,0.5871965065502163,0.3848390006894897,2.689999999999827,0.0,0.0611353711790393,0.05764958247146251,1,0,0.060956986873170645,0.0008378980836894341,0.1471208482980728,0.003736896906048,0.14940005451098276,0.0012341067047947464,0.2710774739583333,0.0447716346153846,174.77329217104065,6996.751647014615,466.01941747572766,6.030150753768845,-14.913986596387192,512.4812112013034,74.34813073021414,-76.83907919676716,86.65130226673429,100.4583507035921,122.63294602817156,55.38309891016752,1.8686412290781453,13.191350285716535,15.263935228636855,-8.644219340028704,0.02338933930852087,0.0008798514797062926,0.1763723288771725,5.07625468743747e-05,214.9267243131713,795849.8617965705,11790.277918756456,3.4030320694258296,1.2870126218011189,0.0005198415368720745,1.362254442402119,1.1400760536935644,0.09469044663137062,0.0006328694635365646,0.1547606771603088,0.016400341614709,0.006780946554054793,1.893181281668071e-05,0.0320565104484558,5.811452865600586e-07,2.2270742358078603,0.20259710411399667,3.0,1.0,56.0564950189226,2560.1208639585975,174.54487263188926,2.158699836869876,119.27862322943524,5160.038710142969,179.7855071793661,0.2315800448270398,0.004366812227074236,0.004366812227074236,True,False,0.013100436681222707,0.012985520569983915,True,False,0.008733624454148471,0.008695319083735536,True,False,0.7248908296943232,0.2002987818892208,True,False,0.1572052401746725,0.13307285681452535,True,False,0.0,0.0,False,False,0.07860262008733625,0.0727418984141576,True,False,0.013100436681222707,0.012985520569983915,True,False,5.0,0.0,5,5,13.101285512651549,8.205050512826967,0.19227975585341,3.41703503102442,10335.648035413707,0.6784013724779175,-0.0062898028574227514,87.94525001818563,36.42761198387904,57.03466719760168
10041,0.7285384615384604,0.2104509936826419,2.689999999999827,0.0,0.04807692307692308,0.04598662207357861,1,0,0.025269556230901193,9.958725344530089e-05,0.0528575740754604,0.0021550499368458,0.15789315919827016,0.0018722617511868136,0.2934258643617021,0.0377625304383116,157.66880292926245,3566.89256403235,369.6682464455053,6.109979633401221,-9.87922598107181,743.1134968217342,73.34661043838473,-77.55304974041978,88.83614073460606,322.2758956512625,151.8733241810304,54.93551435144614,1.4488049882054794,35.64153873303822,26.526361764546238,-18.249373204520975,0.07147288033846906,0.0035455302682037937,0.343155734507373,0.0001020032423776,97.23849068912023,143131.19690262704,3661.740789922361,1.7073641566953972,1.2868237038119188,0.012426394664532471,1.3779608653512632,0.5359599837096232,0.10327302619803701,0.0016819064745548042,0.2127984086605629,0.0049582800190752,0.006939819548278992,0.0001542360041165374,0.0897116065025329,9.92417335510254e-06,2.048076923076923,0.2005759940542552,3.0,0.0,45.72500861441619,2111.2615375150226,172.6323729056095,3.727102039871117,133.78265886238216,4425.416144237441,179.90436253033025,0.6798554706667476,0.07211538461538461,0.06723801560758082,True,False,0.014423076923076924,0.01428372352285396,True,False,0.07692307692307693,0.0713489409141583,True,False,0.15865384615384615,0.1341276477146043,True,False,0.30288461538461536,0.21216555183946484,True,False,0.0,0.0,False,False,0.16346153846153846,0.137402452619844,True,False,0.21153846153846154,0.1675956893348199,True,False,6.0,0.0,6,6,2.4571735082766857,9.174377089417474,0.20318065992608295,1.1554506763404313,11884.735110548374,0.05316248697343387,0.011920128360044135,89.39551466655173,16.792512840348977,45.83371357083008
10042,0.7026857142857152,0.3151481180327805,2.689999999999827,0.0,0.04081632653061224,0.03931080628972901,1,0,0.03941526626787922,0.00038500150399108974,0.119664654135704,0.0029383399523794,0.15291076175537419,0.0011290496539830555,0.2594025440705128,0.0439817750608766,179.14029542711,3683.928164564681,366.666666666676,6.109979633401221,-23.654352971482577,323.69536769857183,45.885537528807326,-72.04295598965372,83.9664650641775,93.52654088987411,120.38607905464934,56.0512090324348,2.7401865515787596,18.694337085875468,16.334389023592383,-26.85850251822422,0.07959743061096043,0.002994069205991204,0.4313956897694825,4.107325381471498e-05,192.3580616322531,1126301.9600888207,11738.181744260708,1.7288776769562773,1.2759835704001206,0.0008579121617726738,1.378204048630574,1.1057987100008364,0.08388134957530155,0.0003747588784954893,0.1494667463337464,0.0159596217748806,0.005357852730215743,2.8785846514291982e-05,0.0389164984226226,3.933906555175781e-05,2.057142857142857,0.1852459016393442,3.0,1.0,47.829123628146235,1561.1827270331387,171.31227716873772,2.1161042990203915,125.36513981312888,4935.102564254098,179.8606962708853,0.4774174909511394,0.42448979591836733,0.24529943124790904,True,False,0.004081632653061225,0.004081632653061223,True,False,0.07755102040816327,0.07183004349280699,True,False,0.19591836734693877,0.15817999330879892,True,False,0.20408163265306123,0.16309802609568416,True,False,0.0,0.0,False,False,0.02857142857142857,0.027868852459016377,True,False,0.0653061224489796,0.06129140180662424,True,False,4.0,0.0,4,4,7.581844218008379,7.043220408650618,0.19511161973722457,1.8851976431626973,10526.467632384814,0.3406943249211089,0.024870205156062718,87.27774224973214,32.643337448785424,54.49709936916412
10043,0.8264322033898285,0.23550369325639472,2.689999999999827,0.0,0.025423728813559324,0.02488279841327082,1,0,0.0478841520321034,0.0007173666323135783,0.2045459598302841,0.0050432425923645,0.15135608615735163,0.0010789350922207836,0.2780897352430556,0.0378912530144694,144.49383873937072,2433.762073878955,274.809160305343,6.048387096774194,-12.294802160085254,577.624535372989,78.10336937768136,-66.08234619395847,86.05973585587822,67.70788454261975,136.33886543432791,55.350212179928974,-2.666650914611825,18.806015972133135,19.82486775100178,-15.78729730586634,0.10798203967604052,0.004037369536754254,0.356267438746315,7.71239377231689e-05,57.794593307645314,184550.05599511226,6375.933851476459,1.538272063054644,1.2782811859082188,0.0007018425840708911,1.3417430155032166,1.1457711188073794,0.10801835569934938,0.000561745482964879,0.1957517623260097,0.0245474968545704,0.008615123392161608,2.7435971698680765e-05,0.0327948629856109,4.318356513977051e-05,2.0508474576271185,0.15059502344031725,3.0,1.0,33.09463918524582,780.22902628158,163.56411388733318,2.192147210435168,145.93899722574764,3231.031872218559,179.92672547729995,0.8335023684220251,0.00847457627118644,0.00843851424450054,True,False,0.0211864406779661,0.020825820411107098,True,False,0.059322033898305086,0.056040389469888194,True,False,0.4449152542372881,0.2480165885322756,True,False,0.326271186440678,0.22075369635773523,True,False,0.0,0.0,False,False,0.01694915254237288,0.01673278038225749,True,False,0.1228813559322034,0.10824017309772811,True,False,5.0,0.0,5,5,2.767445092576874,9.296031159072305,0.193475637307646,1.5847087341939174,12559.471552319586,0.6642682856414845,0.044433872615500886,86.97442913201309,10.224722911658034,40.92460539980006
